Year,Month,Make,Quantity,Pct,Cluster,PCA1,PCA2
2007,3,volvo,656,5.8,1,1.0504961402231756,0.31880173039221243
2007,3,opel,578,5.1,0,0.7601804188251304,0.29879276182313974
2007,3,mitsubishi,512,4.5,0,0.536207522748445,0.28464330834662455
2007,3,skoda,491,4.4,0,0.4869479425705839,0.282408523442854
2007,3,honda,399,3.5,0,0.14236851726389338,0.25899097040223823
2007,3,mercedes-benz,387,3.4,0,0.11416471296420602,0.25794026767449374
2007,3,bmw,365,3.2,0,0.04430484544909986,0.25383607571901784
2007,3,suzuki,333,3.0,0,-0.06608994636684988,0.24621903944456017
2007,3,nissan,327,2.9,0,-0.0814419276899329,0.24584045935244442
2007,3,mazda,319,2.8,0,-0.12252135347513285,0.24252231064148644
2007,3,saab,243,2.2,0,-0.3764422111009253,0.23330495332326812
2007,3,citroen,239,2.1,0,-0.39985215782778133,0.2244903758775357
2007,3,hyundai,228,2.0,0,-0.43475439410282224,0.2224479670832751
2007,3,kia,171,1.5,0,-0.6295972894133326,0.20993157118634104
2007,3,renault,131,1.2,0,-0.7622651391721702,0.20138137138011927
2007,3,chevrolet,52,0.5,0,-1.034068211040608,0.18917839779566134
2007,3,land rover,40,0.4,0,-1.074597622943733,0.18129306179639396
2007,3,jeep,33,0.3,0,-1.1050917819422428,0.17937929170238667
2007,3,mini,28,0.2,0,-1.1323817444350694,0.1771017117806589
2007,3,daihatsu,27,0.2,0,-1.1293327215404527,0.18535655658859074
2007,3,dodge,25,0.2,0,-1.1313924826000916,0.18511831954816882
2007,3,alfa romeo,21,0.2,0,-1.1457539589293346,0.1763560457190571
2007,3,fiat,20,0.2,0,-1.1463178468776907,0.17663790921170547
2007,3,lexus,18,0.2,0,-1.1501095121007756,0.1761619147241023
2007,3,porsche,14,0.1,0,-1.1766382701618914,0.17473699294518788
2007,3,jaguar,9,0.1,0,-1.1857445260907287,0.1742178196460635
2007,3,subaru,7,0.1,0,-1.1790893096121025,0.1751950765298185
2007,3,iveco,5,0.0,0,-1.2013771951872843,0.1776922093646934
2007,3,cadillac,4,0.0,0,-1.2030880980731447,0.17491556120730695
2007,3,chrysler,3,0.0,0,-1.207017145374554,0.17953414079866759
2007,3,nilsson,1,0.0,0,-1.211274810083987,0.17194957581417464
2007,3,,1,0.0,0,-1.2048167102533667,0.1743156140854407
2007,3,aston martin,1,0.0,0,-1.2081462902822524,0.17293129212712646
2007,4,toyota,1300,14.7,1,3.885162364566654,0.7390969465057681
2007,4,volkswagen,1257,14.2,1,3.730477033789753,0.7294129673316466
2007,4,volvo,587,6.6,1,1.0866378491794062,0.547970977393094
2007,4,audi,556,6.3,1,0.9647646456961863,0.5393279508563806
2007,4,peugeot,547,6.2,0,0.9265003116072287,0.5365261476523561
2007,4,opel,534,6.0,0,0.8581586553026365,0.5311553108929786
2007,4,ford,451,5.1,0,0.5671391021047841,0.5131062693823365
2007,4,skoda,438,4.9,0,0.49278119031642903,0.50692714954751
2007,4,mercedes-benz,387,4.4,0,0.3063841066961232,0.4945253102517767
2007,4,bmw,360,4.1,0,0.2087978482209373,0.48831117563627674
2007,4,honda,351,4.0,0,0.15672929915003733,0.4837804363591275
2007,4,suzuki,347,3.9,0,0.1308076861381235,0.48172333080030566
2007,4,nissan,328,3.7,0,0.07408525923048266,0.4788014642845925
2007,4,mazda,249,2.8,0,-0.2416760059052077,0.45692456720959523
2007,4,saab,191,2.2,0,-0.4648977406259241,0.4486822333594169
2007,4,citroen,179,2.0,0,-0.5211505987970391,0.43759520934232043
2007,4,hyundai,142,1.6,0,-0.6579925830609765,0.42862712489307425
2007,4,mitsubishi,104,1.2,0,-0.7929707126186003,0.4200463982466656
2007,4,renault,92,1.0,0,-0.8669467935719533,0.4137846294164932
2007,4,kia,92,1.0,0,-0.860095787394849,0.4146508019814761
2007,4,chevrolet,79,0.9,0,-0.9109932738697613,0.4161913587282597
2007,4,subaru,77,0.9,0,-0.905882151555562,0.4118936714227865
2007,4,land rover,42,0.5,0,-1.0517569269337228,0.4014345150444534
2007,4,mini,31,0.4,0,-1.0886366847772189,0.39913643580695574
2007,4,dodge,25,0.3,0,-1.111962800246201,0.40515143685533495
2007,4,alfa romeo,20,0.2,0,-1.1472286402232845,0.39449589224798576
2007,4,lexus,18,0.2,0,-1.1498786865666655,0.3943559292234776
2007,4,daihatsu,17,0.2,0,-1.1461569642869405,0.40300889138349943
2007,4,chrysler,11,0.1,0,-1.173943408396185,0.40000060186940706
2007,4,jeep,10,0.1,0,-1.1824853270930693,0.39264923726590734
2007,4,fiat,7,0.1,0,-1.1874574669281386,0.3922886372874834
2007,4,porsche,7,0.1,0,-1.1883459924242,0.3925518316514366
2007,4,jaguar,5,0.1,0,-1.1923357278688578,0.39219516226365225
2007,4,iveco,5,0.1,0,-1.1819475128333936,0.3977253266718595
2007,4,morgan,4,0.0,0,-1.2032829704070407,0.3920853378626122
2007,4,cadillac,2,0.0,0,-1.2062682861951544,0.39300123976578905
2007,4,smart,1,0.0,0,-1.2176977195998333,0.3907735856158382
2007,4,think,1,0.0,0,-1.2110155373583198,0.3944434542414014
2007,5,volkswagen,1934,16.1,1,5.250114261496169,1.019221651171439
2007,5,toyota,1866,15.5,1,5.004300909340847,1.002662854740282
2007,5,volvo,805,6.7,1,1.4778680200503296,0.7798127122576332
2007,5,opel,771,6.4,1,1.3393900263660377,0.7695435456193768
2007,5,peugeot,743,6.2,1,1.2610104754410558,0.7653370843592778
2007,5,ford,648,5.4,1,0.9609513432260135,0.7474886824830771
2007,5,audi,630,5.2,0,0.8800155514891322,0.7413002642831109
2007,5,honda,520,4.3,0,0.5027873490855927,0.7166461462873616
2007,5,skoda,517,4.3,0,0.5125539143485773,0.7183658168654274
2007,5,bmw,431,3.6,0,0.23412537444838824,0.7011556019984115
2007,5,mercedes-benz,422,3.5,0,0.19351795983429906,0.6980632784466685
2007,5,suzuki,420,3.5,0,0.1787450828414747,0.6965151959111244
2007,5,nissan,382,3.2,0,0.07041916938091727,0.690725035149134
2007,5,mazda,325,2.7,0,-0.13102551825833494,0.6773962446551264
2007,5,saab,241,2.0,0,-0.4177892873283865,0.6659064407655441
2007,5,citroen,223,1.9,0,-0.46507632964807943,0.6563335117335584
2007,5,mitsubishi,222,1.8,0,-0.47629694045475174,0.6556668501054921
2007,5,kia,169,1.4,0,-0.6517455088210129,0.6443721614364077
2007,5,hyundai,155,1.3,0,-0.6931867392214316,0.642008014584884
2007,5,renault,109,0.9,0,-0.8569212087806077,0.6310603966056711
2007,5,land rover,91,0.8,0,-0.9103596963653413,0.6278000685190877
2007,5,subaru,78,0.6,0,-0.9615423896527343,0.6246245454692362
2007,5,jeep,72,0.6,0,-0.9805187941203491,0.6233971799719296
2007,5,chevrolet,65,0.5,0,-1.0114349712076112,0.6262706104102188
2007,5,daihatsu,36,0.3,0,-1.094322652199914,0.6240712001291522
2007,5,mini,30,0.2,0,-1.12850907971073,0.613598076720303
2007,5,dodge,29,0.2,0,-1.1241088042196326,0.6217230204287063
2007,5,fiat,18,0.1,0,-1.168466066285371,0.6110784994617722
2007,5,alfa romeo,17,0.1,0,-1.1713131919931346,0.6106883000282304
2007,5,lexus,10,0.1,0,-1.1824907724768146,0.6102774971514889
2007,5,chrysler,8,0.1,0,-1.1788291033462543,0.6180321124574424
2007,5,jaguar,5,0.0,0,-1.2113037591545286,0.6085500739552369
2007,5,porsche,4,0.0,0,-1.2124305441940502,0.6087442394316812
2007,5,aston martin,4,0.0,0,-1.2025681187298534,0.6094818250372173
2007,5,ssangyong,3,0.0,0,-1.2104827343545208,0.6106646995117994
2007,5,smart,2,0.0,0,-1.2157613872376638,0.6090217680856602
2007,5,morgan,2,0.0,0,-1.2064631585290504,0.6101710164210942
2007,6,toyota,1620,14.6,1,4.412187343794223,1.1909796232396612
2007,6,volkswagen,1531,13.8,1,4.12145212846723,1.173286609001621
2007,6,ford,772,7.0,1,1.4798467245560278,1.0018251702424914
2007,6,opel,683,6.2,1,1.1511385373913252,0.9792925731038642
2007,6,volvo,662,6.0,1,1.0998193714334257,0.9773869873286002
2007,6,honda,624,5.6,0,0.9299760233950695,0.96438196621447
2007,6,peugeot,569,5.1,0,0.7532956878751758,0.9538757411152352
2007,6,skoda,512,4.6,0,0.5618537762017305,0.9418062999359418
2007,6,audi,498,4.5,0,0.5207274779808857,0.9394703870289913
2007,6,bmw,477,4.3,0,0.4472015118117132,0.9347150627928689
2007,6,mercedes-benz,421,3.8,0,0.24963984899969133,0.9217204333989695
2007,6,mitsubishi,414,3.7,0,0.2161694756426702,0.9192040682786515
2007,6,nissan,364,3.3,0,0.05914972882973176,0.9097831289882603
2007,6,mazda,296,2.7,0,-0.18025439073795868,0.8940193880115486
2007,6,citroen,277,2.5,0,-0.25755499448005686,0.8884872134837983
2007,6,suzuki,262,2.4,0,-0.30168159547544904,0.8859205401942286
2007,6,hyundai,204,1.8,0,-0.5133917950134886,0.8720517736750999
2007,6,saab,195,1.8,0,-0.5344094895245879,0.8779305230087915
2007,6,kia,159,1.4,0,-0.6685697515675009,0.8620244962313165
2007,6,renault,107,1.0,0,-0.8409025400828366,0.8509851779719441
2007,6,chevrolet,74,0.7,0,-0.9574568705814018,0.8486303422591958
2007,6,jeep,68,0.6,0,-0.9871099958984784,0.8413745225895184
2007,6,subaru,65,0.6,0,-0.9834831528834016,0.842114376352805
2007,6,land rover,47,0.4,0,-1.0619665985449847,0.836254281087647
2007,6,mini,37,0.3,0,-1.097140849560421,0.8340103698205958
2007,6,daihatsu,37,0.3,0,-1.0923863198377444,0.8423193825989743
2007,6,dodge,23,0.2,0,-1.1341110196538813,0.8395920271054018
2007,6,alfa romeo,21,0.2,0,-1.1450614823270049,0.8309380892171833
2007,6,lexus,17,0.2,0,-1.1511225423265055,0.8306897902517819
2007,6,fiat,10,0.1,0,-1.1818792953757393,0.8288391701975742
2007,6,jaguar,8,0.1,0,-1.1867575563164585,0.8287456951737431
2007,6,smart,8,0.1,0,-1.1860986639154143,0.8293798932155064
2007,6,chrysler,5,0.0,0,-1.2029136551161046,0.8342245202376871
2007,6,porsche,5,0.0,0,-1.2104942118318804,0.8269924219015033
2007,6,ssangyong,5,0.0,0,-1.2068408951642913,0.8289670499520682
2007,6,aston martin,3,0.0,0,-1.204042800023803,0.8276216715661461
2007,6,cadillac,1,0.0,0,-1.2075121419549941,0.8293351007940932
2007,6,chevrolet us,1,0.0,0,-1.2163508667682308,0.8318023607620539
2007,6,bentley,1,0.0,0,-1.2056616311463095,0.828275228314356
2007,7,toyota,1901,15.8,1,5.122051869850502,1.4464640711280385
2007,7,volkswagen,1777,14.7,1,4.714027345082073,1.4213578695009927
2007,7,volvo,1064,8.8,1,2.323231932801429,1.2688514045656762
2007,7,ford,1006,8.3,1,2.128751286513277,1.256602826327666
2007,7,peugeot,749,6.2,1,1.2717051674776345,1.2020501211807086
2007,7,opel,685,5.7,1,1.058786092482651,1.188399409505179
2007,7,audi,562,4.7,0,0.6685084541503832,1.1648093572525349
2007,7,skoda,489,4.1,0,0.42686366059156183,1.14955893707609
2007,7,mercedes-benz,469,3.9,0,0.3509338591004515,1.1443536132875758
2007,7,bmw,403,3.3,0,0.12923626387159198,1.1305096194012836
2007,7,honda,401,3.3,0,0.1083051194168912,1.1281971587250519
2007,7,mitsubishi,381,3.2,0,0.06412429175190368,1.1264150257143335
2007,7,suzuki,296,2.5,0,-0.22426468096752572,1.1077953684965816
2007,7,mazda,294,2.4,0,-0.24103114931931055,1.1065877581466583
2007,7,citroen,281,2.3,0,-0.2888998552732693,1.1032196942493788
2007,7,nissan,277,2.3,0,-0.2809871078751666,1.1048735019808684
2007,7,saab,204,1.7,0,-0.5380279593577206,1.0947729464343963
2007,7,hyundai,182,1.5,0,-0.6082786901560362,1.0835367844012764
2007,7,kia,137,1.1,0,-0.7634566467100482,1.073509506957493
2007,7,renault,124,1.0,0,-0.8116780984717104,1.070100047968913
2007,7,chevrolet,78,0.6,0,-0.9696028745548334,1.0652019258325671
2007,7,jeep,56,0.5,0,-1.0265441091208667,1.057079418635743
2007,7,subaru,51,0.4,0,-1.0455271365816903,1.0558718336503459
2007,7,daihatsu,33,0.3,0,-1.0989775216158737,1.0602967252165632
2007,7,land rover,32,0.3,0,-1.1065172322515524,1.0517966732225315
2007,7,mini,28,0.2,0,-1.1314584422986298,1.0498777697781605
2007,7,dodge,26,0.2,0,-1.128763673635592,1.057948545516117
2007,7,lexus,16,0.1,0,-1.171796080440236,1.0469905339729197
2007,7,alfa romeo,14,0.1,0,-1.1759680614090942,1.0469138251156411
2007,7,fiat,12,0.1,0,-1.17823745618551,1.047141520637843
2007,7,jaguar,12,0.1,0,-1.1797047034701096,1.047156381554905
2007,7,smart,8,0.1,0,-1.1858678383813044,1.0475739077148818
2007,7,chrysler,5,0.0,0,-1.2026828295819947,1.0524185347370627
2007,7,porsche,3,0.0,0,-1.21367439995389,1.0450781004599856
2007,7,aston martin,3,0.0,0,-1.2038119744896931,1.0458156860655214
2007,7,ssangyong,1,0.0,0,-1.2134320969424204,1.046944392569657
2007,7,nilsson,1,0.0,0,-1.2103515079475473,1.0447256338116764
2007,7,,1,0.0,0,-1.203893408116927,1.0470916720829424
2007,8,toyota,1783,16.5,1,5.055424887412022,1.6711399847692427
2007,8,volkswagen,1665,15.4,1,4.6576334036119516,1.646358790964877
2007,8,ford,816,7.6,1,1.6705438169775624,1.45163120678764
2007,8,mitsubishi,681,6.3,1,1.1711717271171507,1.417871618389222
2007,8,audi,590,5.5,0,0.8700843254284129,1.399232897386743
2007,8,peugeot,531,4.9,0,0.6505503658375626,1.3845271816214313
2007,8,volvo,498,4.6,0,0.5517939072229111,1.3791440298650277
2007,8,skoda,476,4.4,0,0.46251946782023684,1.3725660763830312
2007,8,opel,472,4.4,0,0.446158824982878,1.371147309798135
2007,8,mercedes-benz,435,4.0,0,0.3123763093003096,1.3625450195995554
2007,8,suzuki,392,3.6,0,0.15088222507791132,1.3514196390445352
2007,8,bmw,348,3.2,0,0.016465357042633216,1.3438852927183016
2007,8,nissan,348,3.2,0,0.013124413829214443,1.3434653676520738
2007,8,honda,296,2.7,0,-0.1857354129139603,1.329668919480783
2007,8,citroen,288,2.7,0,-0.19993505466361788,1.329149295773044
2007,8,mazda,237,2.2,0,-0.3764119266241696,1.3180159927149924
2007,8,hyundai,196,1.8,0,-0.5265741985697471,1.3080064589102773
2007,8,kia,122,1.1,0,-0.788808423596835,1.2908910019001685
2007,8,saab,103,1.0,0,-0.8444453211961138,1.2946222762641233
2007,8,renault,100,0.9,0,-0.871578293630816,1.2851549283697776
2007,8,subaru,92,0.9,0,-0.8793762469982255,1.2854822489769884
2007,8,chevrolet,67,0.6,0,-0.9881326241293812,1.2828000926570293
2007,8,jeep,51,0.5,0,-1.0348408177270556,1.2750025932828852
2007,8,daihatsu,40,0.4,0,-1.0676092914655646,1.2807090183168561
2007,8,lexus,30,0.3,0,-1.1092904456737278,1.2696211056741302
2007,8,land rover,28,0.3,0,-1.1131084340296815,1.26977401584012
2007,8,mini,24,0.2,0,-1.138049644076759,1.2678551123957493
2007,8,fiat,23,0.2,0,-1.1400471987229617,1.2677704856199226
2007,8,dodge,13,0.1,0,-1.1699032936860398,1.273599273591895
2007,8,smart,13,0.1,0,-1.1771094787068954,1.2660387620664906
2007,8,alfa romeo,12,0.1,0,-1.1791482495311039,1.2649995036741233
2007,8,jaguar,5,0.0,0,-1.2106112825521989,1.2631321174533632
2007,8,ssangyong,3,0.0,0,-1.2097902577521908,1.265246743009926
2007,8,cadillac,3,0.0,0,-1.2036394772306547,1.2658314657337375
2007,8,chrysler,1,0.0,0,-1.2092740313601238,1.2703958773546515
2007,8,porsche,1,0.0,0,-1.2168545880758996,1.2631637790184678
2007,8,iveco,1,0.0,0,-1.2070450948289737,1.2684456099797838
2007,8,think,1,0.0,0,-1.2100922352218801,1.2672195122389032
2007,8,lancia,1,0.0,0,-1.2054430209144142,1.2674445869643318
2007,9,volkswagen,1373,14.7,1,4.025464237614141,1.8358620384392907
2007,9,toyota,1303,14.0,1,3.7570410149829176,1.81735580325945
2007,9,ford,679,7.3,1,1.37952363660814,1.65688690091245
2007,9,volvo,662,7.1,1,1.3116992730533432,1.6521991617124248
2007,9,mitsubishi,553,5.9,0,0.8763022513804859,1.621775721440261
2007,9,nissan,432,4.6,0,0.42540180839727615,1.5919569309780395
2007,9,peugeot,426,4.6,0,0.41410640396605297,1.5915162508005345
2007,9,opel,414,4.4,0,0.3474702544895205,1.5861995820116037
2007,9,audi,393,4.2,0,0.2847451671775961,1.5828474852068455
2007,9,honda,358,3.8,0,0.13142426097744403,1.5714514790335496
2007,9,skoda,354,3.8,0,0.13948531941236886,1.5731169816411688
2007,9,suzuki,314,3.4,0,-0.020314195616203266,1.561710346233489
2007,9,mercedes-benz,298,3.2,0,-0.0746381551680164,1.5586051996854116
2007,9,bmw,271,2.9,0,-0.17222441364320235,1.5523910650699115
2007,9,mazda,266,2.8,0,-0.21152826215764173,1.5488154952040656
2007,9,hyundai,247,2.6,0,-0.2857716702463424,1.5436758623647586
2007,9,saab,220,2.4,0,-0.37588620130207934,1.5449013826148288
2007,9,citroen,184,2.0,0,-0.5114689369861904,1.5288361216914306
2007,9,kia,158,1.7,0,-0.6119862113338886,1.5220696801823683
2007,9,subaru,85,0.9,0,-0.891083969260534,1.5032970876832368
2007,9,renault,69,0.7,0,-0.9626158934061207,1.4979915301697246
2007,9,chevrolet,57,0.6,0,-1.004956866875869,1.500452427451938
2007,9,jeep,34,0.4,0,-1.0828024650897428,1.4904366494768766
2007,9,land rover,32,0.3,0,-1.1060555811833324,1.4881847022212822
2007,9,fiat,32,0.3,0,-1.105267954916533,1.4882911146611086
2007,9,mini,26,0.3,0,-1.1152089480667489,1.4879965656438086
2007,9,daihatsu,26,0.3,0,-1.1104544183440723,1.496305578422187
2007,9,lexus,25,0.3,0,-1.1175871542799167,1.487544280321272
2007,9,alfa romeo,15,0.2,0,-1.1546020466930338,1.4851951248926294
2007,9,dodge,12,0.1,0,-1.1713779749799897,1.4917391201208237
2007,9,jaguar,5,0.1,0,-1.191181600198308,1.483165234760529
2007,9,chrysler,4,0.0,0,-1.2039266853418344,1.4887523957653668
2007,9,porsche,4,0.0,0,-1.2115072420576103,1.481520297429183
2007,9,smart,3,0.0,0,-1.2131325782731641,1.4818519940536086
2007,9,ssangyong,2,0.0,0,-1.2112649390461407,1.4833865895388545
2007,9,nilsson,1,0.0,0,-1.2098898568793275,1.4811136628104271
2007,9,morgan,1,0.0,0,-1.2072453632206703,1.4828929064481493
2007,9,lancia,1,0.0,0,-1.2052121953803043,1.485638601463707
2007,9,maserati,1,0.0,0,-1.2064380939021937,1.4820546752281731
2007,10,volkswagen,1941,16.7,1,5.378400077881821,2.121605516308187
2007,10,toyota,1648,14.2,1,4.384069409837214,2.057915973178506
2007,10,volvo,1014,8.7,1,2.2194502111809884,1.9188859467336783
2007,10,peugeot,707,6.1,1,1.1815675004816726,1.8525180071122842
2007,10,ford,693,6.0,1,1.1540464190779376,1.8519309304967988
2007,10,bmw,562,4.8,0,0.6890871784321382,1.821290912317291
2007,10,audi,554,4.8,0,0.6747557329480154,1.8207971597948787
2007,10,opel,547,4.7,0,0.6321300586149238,1.8171152450037578
2007,10,nissan,518,4.4,0,0.5339085075049661,1.8111311853202468
2007,10,skoda,438,3.8,0,0.28297871850350054,1.7958611056580642
2007,10,honda,428,3.7,0,0.23184170765595813,1.791598148656401
2007,10,mercedes-benz,376,3.2,0,0.058622202954756605,1.7810243158796268
2007,10,suzuki,333,2.9,0,-0.08367302444786107,1.7717380381323975
2007,10,mitsubishi,324,2.8,0,-0.10919254812429707,1.7705530836658367
2007,10,mazda,247,2.1,0,-0.3780940640951327,1.753106598610419
2007,10,saab,234,2.0,0,-0.42857370745425527,1.7564973374692945
2007,10,hyundai,220,1.9,0,-0.4659815268083117,1.747533622007539
2007,10,citroen,202,1.7,0,-0.5381355590063466,1.7424878512354738
2007,10,kia,145,1.2,0,-0.7299212586634595,1.7303639970269833
2007,10,subaru,141,1.2,0,-0.737748190895734,1.730041816950998
2007,10,renault,75,0.6,0,-0.9713508837234329,1.7146714496839894
2007,10,jeep,52,0.4,0,-1.0518725166505567,1.709605687444292
2007,10,chevrolet,47,0.4,0,-1.0601788232619183,1.7144265566312653
2007,10,land rover,39,0.3,0,-1.093886207852804,1.7067578925137843
2007,10,fiat,28,0.2,0,-1.1310580135144428,1.7044293544709066
2007,10,daihatsu,27,0.2,0,-1.127716942801683,1.7127146580842185
2007,10,mini,26,0.2,0,-1.1341769793524195,1.7043514773353934
2007,10,lexus,23,0.2,0,-1.1399661992217072,1.7037908560719635
2007,10,dodge,21,0.2,0,-1.136598731173561,1.71225974916201
2007,10,alfa romeo,10,0.1,0,-1.1820976121190034,1.7012791967319807
2007,10,jaguar,7,0.1,0,-1.1875397610080787,1.7014675852007979
2007,10,smart,6,0.1,0,-1.1885863754350943,1.7020476152721147
2007,10,chrysler,4,0.0,0,-1.2036958598077245,1.7069464102647423
2007,10,porsche,3,0.0,0,-1.2129819233515602,1.6996601439581118
2007,10,ssangyong,1,0.0,0,-1.2127396203400906,1.7015264360677833
2007,10,cadillac,1,0.0,0,-1.2065888398185545,1.702111158791595
2007,10,nilsson,1,0.0,0,-1.2096590313452176,1.6993076773098026
2007,10,chevrolet us,1,0.0,0,-1.2154275646317911,1.7045784187595556
2007,10,maserati,1,0.0,0,-1.2062072683680838,1.7002486897275486
2007,10,isuzu,1,0.0,0,-1.2049745690114144,1.7030959656758875
2007,11,toyota,1579,15.1,1,4.439409975613225,2.288924322987179
2007,11,volkswagen,1473,14.1,1,4.081283430569654,2.2666322476359637
2007,11,volvo,710,6.8,1,1.3364286814090904,2.0856699448692435
